name,description,initials,teachers
Fotografía Clínica Odontológica,Fotografía Clínica Odontológica,ODO3302,['Maria Vivanco']
Investigación Clínica en Odontología,Investigación Clínica en Odontología,ODO3307,['Claudia Véliz;Cynthia Cantarutti']
Herramientas Digitales en Odontología,Herramientas Digitales en Odontología,ODO3309,['Catalina Ros']
Residencia I,Residencia I,ODO3401,['Rodrigo Villanueva;Loreto Bruce;Cristina Sotelo']
Tomografía Computada Cone Beam y Otras Técnicas Multiplanares,Tomografía Computada Cone Beam y Otras Técnicas Multiplanares,ODO3405,['Rodrigo Villanueva']
"Interpretación, Semiología y Sistemática Radiográfica I","Interpretación, Semiología y Sistemática Radiográfica I",ODO3406,['Loreto Bruce;Cristina Sotelo']
Residencia III,Residencia III,ODO3407,['Jorge Pinares']
Seminarios Temáticos Bibliográficos,Seminarios Temáticos Bibliográficos,ODO3508,['Paulina Barrientos;Eduardo Magallon']
Clínica Rehabilitación Oral III,Clínica Rehabilitación Oral III,ODO3509,['Paulina Barrientos;Luis Cabrera']
Endodoncia Clínica I,Endodoncia Clínica I,ODO3600,['Carola Antini;Josefa Retamal']
Fundamentos Científicos y Clínicos en Endodoncia,Fundamentos Científicos y Clínicos en Endodoncia,ODO3601,['Carola Antini;Ana Palma']
Endodoncia Clínica III,Endodoncia Clínica III,ODO3604,['Carola Antini;Maria Salinas']
Manejo de Situaciones Complejas en Endodoncia,Manejo de Situaciones Complejas en Endodoncia,ODO3605,['Carola Antini;Maria Salinas']
Clínica Integral I,Clínica Integral I,ODO3700,['José Hassi;Karen Correa']
Desarrollo Psicológico y Emocional del Paciente Odontopediátrico,Desarrollo Psicológico y Emocional del Paciente Odontopediátrico,ODO3701,['Maria Montenegro']
Crecimiento y Desarrollo General y Cráneo Facial,Crecimiento y Desarrollo General y Cráneo Facial,ODO3702,['Andrea Cardenas']
Clínica Integral III,Clínica Integral III,ODO3706,['Karen Correa;José Hassi']
Medicina y Patología Oral Pediátrica,Medicina y Patología Oral Pediátrica,ODO3707,['Veronica Palacios']
Residencia Hospitalaria I,Residencia Hospitalaria I,ODO3708,['Roxana Jara;Sandra Hola']
Clínica Integral del Niño I,Clínica Integral del Niño I,ODO403A,['Andrea Cardenas']
Clínica Integral del Adulto I,Clínica Integral del Adulto I,ODO405A,['Milena Moya']
Patología Bucal y Maxilofacial I,Patología Bucal y Maxilofacial I,ODO413A,['Rosa Castro']
Cirugía Bucal I,Cirugía Bucal I,ODO414A,['Carlos Cortez']
Imaginología Diagnóstica II,Imaginología Diagnóstica II,ODO417A,['Jorge Pinares']
Clínica Integral del Niño III,Clínica Integral del Niño III,ODO502A,['Paula Maiza']
Cirugía Bucal III,Cirugía Bucal III,ODO509A,['Cristian Teuber']
Clínica Integral del Adulto III,Clínica Integral del Adulto III,ODO510A,['Maria Salinas']
Odontología Geriátrica I,Odontología Geriátrica I,ODO514A,['Beatriz Mellado']
Pacientes Con Necesidades Especiales I,Pacientes Con Necesidades Especiales I,ODO515A,['Daniel Carreno']
Odontología Legal,Odontología Legal,ODO601A,['Karla Moscoso']
Internado Asistencial Integral I,Internado Asistencial Integral I,ODO611A,['Claudia Véliz']
Internado Asistencial Integral II,Internado Asistencial Integral II,ODO612A,['Claudio Jorquera']
Internado Intramural de Oclusión y Trastornos Temporomandibulares,Internado Intramural de Oclusión y Trastornos Temporomandibulares,ODO616A,['Maria Perez']
Internado Avanzado Odontología Integral del Adulto,Internado Avanzado Odontología Integral del Adulto,ODO622,['Maria Perez']
Internado Avanzado en Cirugía Bucal,Internado Avanzado en Cirugía Bucal,ODO623,['Luis Romo']
Internado Avanzado de Odontología Pediátrica,Internado Avanzado de Odontología Pediátrica,ODO624,['Pamela Villalon']
Internado Avanzado de Imagenología Oral,Internado Avanzado de Imagenología Oral,ODO625,['Jorge Pinares']
Educación en Salud Bucodental,Educación en Salud Bucodental,ODO702,['Cynthia Cantarutti;Claudia Véliz;Rosario García-Huidobro']
Retiro: Dimensión Bíblica,Retiro: Dimensión Bíblica,PRC100R,['Dirección Docente']
Servicio Pastoral. Mundo Infantil y Juvenil,Servicio Pastoral. Mundo Infantil y Juvenil,PRC100S,['Dirección Docente']
Retiro: Cristo en el Misterio de Hoy,Retiro: Cristo en el Misterio de Hoy,PRC200R,['Dirección Docente']
Servicio Pastoral. Mundo Tercera Edad,Servicio Pastoral. Mundo Tercera Edad,PRC200S,['Dirección Docente']
Retiro: Dimensión Carismática,Retiro: Dimensión Carismática,PRC300R,['Dirección Docente']
Ejercicios Espirituales,Ejercicios Espirituales,PRC400R,['Dirección Docente']
Lengua de Señas Chilena: la Comunidad Sorda y Su Cultura,Lengua de Señas Chilena: la Comunidad Sorda y Su Cultura,PSG001,['Maribel Gonzalez;Valentina Urrutia;Macarena Diaz']
Arte y Creación Plástica para el Bienestar Personal y Social: Un Enfoque Narrativo,Arte y Creación Plástica para el Bienestar Personal y Social: Un Enfoque Narrativo,PSG002,['Claudia Cerfogli;Eliana Morales']
Procesos Psicológicos Básicos,Procesos Psicológicos Básicos,PSI1101,['Nerea Aldunate']
Historia de la Psicología,Historia de la Psicología,PSI1103,['Carlos Cornejo']
Psicología del Desarrollo II,Psicología del Desarrollo II,PSI1201,['Bernadette Luengo']
Psicología Social,Psicología Social,PSI1205,['Hector Carvacho']
Métodos de Investigación Cuantitativa,Métodos de Investigación Cuantitativa,PSI2301,['Diego Carrasco']
Neurociencias,Neurociencias,PSI2302,['Eugenio Rodriguez;Vladimir Lopez;Marcela Pena']
Teorías de la Cognición,Teorías de la Cognición,PSI2304,['Nerea Aldunate']
Taller de Integración III,Taller de Integración III,PSI2305,['Marcela Pena']
Modelos de Salud-Enfermedad,Modelos de Salud-Enfermedad,PSI2306,['Yerko Molina;Laura Rodriguez;Javiera Castañeda']
Evaluación Psicológica I,Evaluación Psicológica I,PSI2400,['Evelyn Vera;Jose Escobar;Ricardo Rosas']
Psicopatología y Psiquiatría Adultos,Psicopatología y Psiquiatría Adultos,PSI2401,['Felix Bacigalupo']
Personalidad e Identidad,Personalidad e Identidad,PSI2403,['Alex Behn']
Taller de Integración IV,Taller de Integración IV,PSI2404,['Maria Monreal']
"Trauma, Violencia Política y Elaboración: Una Lectura Psicosocial","Trauma, Violencia Política y Elaboración: Una Lectura Psicosocial",PSI2412,['Marcela Cornejo;German Morales']
Práctica de Investigación en Ciencia Psicológica,Práctica de Investigación en Ciencia Psicológica,PSI2424,['Dirección Docente']
Taller Práctico de Formación Profesional,Taller Práctico de Formación Profesional,PSI2431,['Regina Funk']
Psicología Aplicada a Emergencias y Desastres,Psicología Aplicada a Emergencias y Desastres,PSI2436,['Humberto Marin']
Psicología del Delito,Psicología del Delito,PSI2440,['Catalina Droppelmann;Daniela Bolivar']
"Juego, Desarrollo y Aprendizaje","Juego, Desarrollo y Aprendizaje",PSI2441,['Carolina Araya;Valeska Grau']
Perspectivas Actuales en Neuropsicología,Perspectivas Actuales en Neuropsicología,PSI2445,['Evelyn Vera']
Pensar: ¿Más Allá del Lenguaje?,Pensar: ¿Más Allá del Lenguaje?,PSI2447,['Javiera Paredes']
"Psicología, Discapacidad e Inclusión","Psicología, Discapacidad e Inclusión",PSI2448,['Pamela Iturra;Maria Lissi']
Neuropsicología del Lenguaje,Neuropsicología del Lenguaje,PSI2500,['Jose Escobar;Yolanda Castro']
Psicología del Trabajo y la Ocupación,Psicología del Trabajo y la Ocupación,PSI2502,['Nora Gray']
Práctica en Psicología Laboral,Práctica en Psicología Laboral,PSI2518,['Juan Cox']
Práctica en Psicología Comunitaria,Práctica en Psicología Comunitaria,PSI2530,['Marianne Daher']
Práctica en Psicología Educacional,Práctica en Psicología Educacional,PSI2537,['Ivan Grudechut']
Práctica en Psicología Clínica,Práctica en Psicología Clínica,PSI2546,['Dariela Sharim']
Comunicacion en Salud,Comunicacion en Salud,PSI3003,['Javier De la Maza']
Politicas Sociales Comunitarias,Politicas Sociales Comunitarias,PSI3038,['Maria Monreal']
Fundamentos Teorícos de la Terapía Conductual- Cognitiva,Fundamentos Teorícos de la Terapía Conductual- Cognitiva,PSI3039,['Isabella Soares']
Medición y Métricas de Recursos Humanos,Medición y Métricas de Recursos Humanos,PSI3041,['Sergio Valenzuela']
La Construcción de Casos Clínicos,La Construcción de Casos Clínicos,PSI3045,['Luis Reinoso']
Salud Mental,Salud Mental,PSI3049,['María Campero']
Desgaste y Cuidado en Intervención Social,Desgaste y Cuidado en Intervención Social,PSI3050,['Antonia Rosati']
Psicología del Aprendizaje y la Enseñanza I,Psicología del Aprendizaje y la Enseñanza I,PSI3500,['Maria Lissi;Christian Sebastián']
Medición y Evaluación en Psicología Educacional,Medición y Evaluación en Psicología Educacional,PSI3501,['David Torres']
Diseño y Evaluación de Programas Educativos,Diseño y Evaluación de Programas Educativos,PSI3502,['Marigen Narea;Maria Goni']
Análisis del Sistema Educacional,Análisis del Sistema Educacional,PSI3503,['Ivan Grudechut;Jose Pezoa']
Taller de Intervenciones en Psicología Educacional,Taller de Intervenciones en Psicología Educacional,PSI3506,['Gonzalo Gallardo']
Desarrollo del Lenguaje Oral y Escrito de la Infancia a la Adolescencia,Desarrollo del Lenguaje Oral y Escrito de la Infancia a la Adolescencia,PSI3508,['Katherine Strasser']
Comportamiento Organizacional,Comportamiento Organizacional,PSI3520,['Agustin Molina']
Evaluación de Personas en Organizaciones,Evaluación de Personas en Organizaciones,PSI3521,['Sergio Valenzuela']
Gestión de Personas,Gestión de Personas,PSI3523,['Alejandro Persico']
Selección de Personas,Selección de Personas,PSI3524,['Daniel Diaz']
Gestión de Organizaciones,Gestión de Organizaciones,PSI3525,['Rodrigo Lara']
Fundamentos de la Psicoterapia,Fundamentos de la Psicoterapia,PSI3540,['Diana Rivera;Maria Herane']
Diagnóstico Psicológico Clínico y Entrevista,Diagnóstico Psicológico Clínico y Entrevista,PSI3541,['Marcia Olhaberry;Karla Álvarez']
Indicadores Psicopatológicos en Tests,Indicadores Psicopatológicos en Tests,PSI3542,['Catalina Vidal;Cristobal Carvajal;Evelyn Vera']
Estrategias de Intervención en Psicología Clínica,Estrategias de Intervención en Psicología Clínica,PSI3544,['Veronica Bagladi']
Desarrollos Teóricos en Psicología de la Salud,Desarrollos Teóricos en Psicología de la Salud,PSI3560,['Paula Repetto']
Programas y Políticas Públicas en Salud,Programas y Políticas Públicas en Salud,PSI3561,['Paula Repetto']
Promoción y Prevención de Salud en Niños y Adolescentes,Promoción y Prevención de Salud en Niños y Adolescentes,PSI3564,['Marcela Aracena']
Diseño de Intervenciones en Psicología de la Salud,Diseño de Intervenciones en Psicología de la Salud,PSI3566,['Maria Mediano']
Intervenciones Familiares en Psicología de la Salud,Intervenciones Familiares en Psicología de la Salud,PSI3567,['Blanca Penaloza']
Procesos Grupales,Procesos Grupales,PSI3584,['Manuela Badilla;Lais Pinto de Carvalho']
Teorías y Modelos en Psicología Comunitaria,Teorías y Modelos en Psicología Comunitaria,PSI3587,['Maria Monreal;Jaime Alfaro']
Diagnóstico de Recursos y Necesidades,Diagnóstico de Recursos y Necesidades,PSI3588,['Marianne Daher']
Estrategias de Intervención en Comunidades,Estrategias de Intervención en Comunidades,PSI3589,['Marianne Daher']
Trabajo de Grado I,Trabajo de Grado I,PSI3600,['Dirección Docente']
Trabajo de Grado II,Trabajo de Grado II,PSI3601,['Dirección Docente']
Actividad de Graduación I,Actividad de Graduación I,PSI3620,['Dirección Docente']
Investigación de Procesos Organizacionales,Investigación de Procesos Organizacionales,PSI3621,['Juan Luna']
Tópicos Actuales en Gestión de Personas,Tópicos Actuales en Gestión de Personas,PSI3623,['Lorena Reinike']
Tesis I,Tesis I,PSI3625,['Dirección Docente']
Tesis II,Tesis II,PSI3626,['Dirección Docente']
Trabajo de Grado I,Trabajo de Grado I,PSI3640,['Dirección Docente']
La Persona del Psicólogo Clínico I,La Persona del Psicólogo Clínico I,PSI3641,['Claudia Cerfogli']
Fundamentos Epistemológicos y Técnicos de la Intervención Clínica,Fundamentos Epistemológicos y Técnicos de la Intervención Clínica,PSI3642,['Candice Fischer']
Familia y Su Contexto,Familia y Su Contexto,PSI3649,['Ana Aron']
Diversidad del Neurodesarrollo: Evaluación e Intervención,Diversidad del Neurodesarrollo: Evaluación e Intervención,PSI3652,['Evelyn Vera']
"Trauma, Comprensión y Tratamiento Basado en Evidencia","Trauma, Comprensión y Tratamiento Basado en Evidencia",PSI3653,['Paula Errazuriz']
Aproximación Psicoanalítica a la Psicopatología,Aproximación Psicoanalítica a la Psicopatología,PSI3657,['Ana Solis;Joaquin Carrasco']
Psico-Oncología,Psico-Oncología,PSI3668,['Daniela Reinhardt']
Tesis I,Tesis I,PSI3800,['Dirección Docente']
Trabajo de Grado I,Trabajo de Grado I,PSI3806,['Dirección Docente']
Trabajo de Grado II,Trabajo de Grado II,PSI3807,['Dirección Docente']
Tesis I,Tesis I,PSI3814,['Dirección Docente']
Tesis II,Tesis II,PSI3815,['Dirección Docente']
Desarrollos en Psicologia Social,Desarrollos en Psicologia Social,PSI4008,['Hector Carvacho;Jorge Manzi']
Desarrollos en Psicologia Evolutiva,Desarrollos en Psicologia Evolutiva,PSI4010,['Maria Martinez;Bernadette Luengo']
Desarrollo en Paradigmas de la Psicologia,Desarrollo en Paradigmas de la Psicologia,PSI4012,['Carlos Cornejo']
Seminario de Profundizacion Metodologico I,Seminario de Profundizacion Metodologico I,PSI4014,['Dirección Docente']
Seminario de Profundizacion Metodologico II,Seminario de Profundizacion Metodologico II,PSI4015,['Dirección Docente']
Proyecto de Tesis Doctoral I,Proyecto de Tesis Doctoral I,PSI4016,['Dirección Docente']
Proyecto de Tesis Doctoral II,Proyecto de Tesis Doctoral II,PSI4017,['Dirección Docente']
Tesis Doctoral I,Tesis Doctoral I,PSI4018,['Dirección Docente']
Examen de Candidatura,Examen de Candidatura,PSI4020,['Dirección Docente']
Lecturas Avanzadas en Ciencias Cognitivas,Lecturas Avanzadas en Ciencias Cognitivas,PSI4023,['Diego Cosmelli']
Pasantía Doctoral en Psicología,Pasantía Doctoral en Psicología,PSI4029,['Dirección Docente']
Tesis en Neurociencias II,Tesis en Neurociencias II,PSI4031,['Dirección Docente']
Tesis en Neurociencias III,Tesis en Neurociencias III,PSI4032,['Dirección Docente']
Tesis en Neurociencias IV,Tesis en Neurociencias IV,PSI4033,['Dirección Docente']
Metodología Cuantitativa Avanzada I,Metodología Cuantitativa Avanzada I,PSI4035,['Patricio Cumsille;Fabiola Gómez']
Práctica de Investigación I,Práctica de Investigación I,PSI4038,['Dirección Docente']
Práctica en Investigación II,Práctica en Investigación II,PSI4039,['Dirección Docente']
Actividad Anual de Seguimiento I,Actividad Anual de Seguimiento I,PSI4040,['Dirección Docente']
Actividad Anual de Seguimiento II,Actividad Anual de Seguimiento II,PSI4041,['Dirección Docente']
Tesis Doctoral III,Tesis Doctoral III,PSI4042,['Dirección Docente']
Tesis Doctoral IV,Tesis Doctoral IV,PSI4043,['(Sin Profesores)']
Autoría Artículo Científico en Psicología,Autoría Artículo Científico en Psicología,PSI4044,['Dirección Docente']
"Tópicos Avanzados en Cognición, Cerebro y Conducta","Tópicos Avanzados en Cognición, Cerebro y Conducta",PSI4045,['Eugenio Rodriguez']
Naturaleza-Cultura: Perspectivas Filosóficas Contemporáneas,Naturaleza-Cultura: Perspectivas Filosóficas Contemporáneas,PSI4046,['Andres Haye']
Taller de Instrumentos de Investigación Conductual en Psicología,Taller de Instrumentos de Investigación Conductual en Psicología,PSI4050,['Eugenio Rodriguez;David Torres']
Comportamiento Humano en las Organizaciones,Comportamiento Humano en las Organizaciones,PSI5001,['Agustin Molina']
Aportes de la Investigación a la Psicoterapia,Aportes de la Investigación a la Psicoterapia,PSI6000,['Diana Rivera']
Métodos Cuantitativos en la Investigación de Resultados,Métodos Cuantitativos en la Investigación de Resultados,PSI6001,['Patricio Cumsille;Fabiola Gómez']
Práctica de Investigación I,Práctica de Investigación I,PSI6004,['Dirección Docente']
Coloquio Doctoral IV,Coloquio Doctoral IV,PSI6009,['Alex Behn']
Coloquio Doctoral V,Coloquio Doctoral V,PSI6010,['Alex Behn']
Coloquio Doctoral VI,Coloquio Doctoral VI,PSI6011,['Dirección Docente']
Tesis Doctoral IV,Tesis Doctoral IV,PSI6017,['Dirección Docente']
Tesis Doctoral V,Tesis Doctoral V,PSI6018,['Dirección Docente']
La Investigación Multidisciplinaria en Depresión Como Campo de Diálogo Entre las Ciencias Neurocogni,La Investigación Multidisciplinaria en Depresión Como Campo de Diálogo Entre las Ciencias Neurocogni,PSI6019,['Dirección Docente']
Indicadores de Cambio Genéricos e Interacción Terapéutica Con el Cambio,Indicadores de Cambio Genéricos e Interacción Terapéutica Con el Cambio,PSI6020,['Diana Rivera;Nicolle Alamo']
Actividad Anual de Seguimiento II,Actividad Anual de Seguimiento II,PSI6024,['Dirección Docente']
Tesis I,Tesis I,PSM406,['Dirección Docente']
Tesis II,Tesis II,PSM407,['Dirección Docente']
Estudio Dirigido I,Estudio Dirigido I,PSM4320,['Dirección Docente']
Estudio Dirigido II,Estudio Dirigido II,PSM4321,['Dirección Docente']
Estudio Dirigido III,Estudio Dirigido III,PSM4322,['Marcela Cornejo']
Alumnos Con Necesidades Educacionales Especiales,Alumnos Con Necesidades Educacionales Especiales,PSM448,['Pamela Iturra']
Las Relaciones Tempranas en Clinica Infantil,Las Relaciones Tempranas en Clinica Infantil,PSM456,['Maria Velasco;Maria Santelices']
Trastornos de Personalidad,Trastornos de Personalidad,PSO407,['Candice Fischer']
Psicología y Pobreza: Aportes Comtemporáneos al Trabajo en Contextos Vulnerables,Psicología y Pobreza: Aportes Comtemporáneos al Trabajo en Contextos Vulnerables,PSO418,['Benito Baranda']
Introducción a las Ciencias Farmacéuticas,Introducción a las Ciencias Farmacéuticas,QIF100B,['Jose Gonzalez']
Fármaco-Química I,Fármaco-Química I,QIF101A,['Carlos Pessoa']
Fármaco-Química II,Fármaco-Química II,QIF102A,['Christian Espinosa']
Fármaco-Química III,Fármaco-Química III,QIF103A,['Gonzalo Recabarren']
Farmacocinética y Bio-Farmacia,Farmacocinética y Bio-Farmacia,QIF104A,['Jose Gonzalez']
Tecnología Farmacéutica I,Tecnología Farmacéutica I,QIF105A,['Maria Alvarez;Esteban Castillo']
Tecnología Farmacéutica II,Tecnología Farmacéutica II,QIF106A,['Esteban Castillo']
Legislacion y Deontologia Farmaceutica,Legislacion y Deontologia Farmaceutica,QIF107,['Sergio Muñoz']
Toxicologia,Toxicologia,QIF108,['Maria Hornos']
Farmacia Privada,Farmacia Privada,QIF109A,['Fernando Perez']
Farmacia Clínica y Atención Farmacéutica,Farmacia Clínica y Atención Farmacéutica,QIF110A,['Jose Plaza']
Farmacología III,Farmacología III,QIF111A,['Jose Plaza']
Internado Clínico,Internado Clínico,QIF112A,['Cristian Paredes']
Practica Profesional I,Practica Profesional I,QIF113A,['Esteban Castillo']
Práctica Profesional II,Práctica Profesional II,QIF114A,['Esteban Castillo']
Botánica y Farmacognosia,Botánica y Farmacognosia,QIF115A,['Mario Aranda']
Farmacologia II,Farmacologia II,QIF116,['Jose Fuentealba']
El Mundo de los Medicamentos,El Mundo de los Medicamentos,QIF117,['Rosemarie Mellado']
Bioquímica Clínica,Bioquímica Clínica,QIF118A,['Andrea Del Campo']
Farmacología I,Farmacología I,QIF150,['Mario Faundez']
Tesis de Grado,Tesis de Grado,QIF400,['Docente Dirección;Rosemarie Mellado']
Química Preliminar,Química Preliminar,QIM001A,['Mabel Rojas']
Química General,Química General,QIM100,['Mabel Rojas']
Seminario de Investigacion,Seminario de Investigacion,QIM1008,['Dirección Docente']
Química General II,Química General II,QIM100B,['Jeannette Moreno']
Química para Ingeniería,Química para Ingeniería,QIM100E,['Eduardo Leiva']
Química,Química,QIM100F,['Jeannette Moreno']
Química General,Química General,QIM100I,['Mauricio Garcia']
Química General,Química General,QIM100P,['Ricardo Venegas']
